id,content,date,language,tags,title,ratings
377380-203587169923,جمييله الذكريات,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Ushaiqer Heritage Village,"{'normalized': 100, 'raw': 5}"
377380-203597253211,مكان رقي ونظيف,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Arruddaf Park,"{'normalized': 100, 'raw': 5}"
377380-174584405630,أكثر من رائع,2021-05-06T15:38:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]","Makkah Clock Royal Tower, A Fairmont Hotel","{'normalized': 100, 'raw': 5}"
377380-203588221820,Good restaurant with local food and interior is beautifully decorated in local style.,2021-04-11T07:10:00+00:00,eng,"[{'value': 'c07bjr48hb0r13sa7c20', 'sentiment': None}]",Al-Qaryah Al-Turathiyah Restaurant,"{'normalized': 60, 'raw': 3}"
377380-203589182257,المكان حلو نروح مع اهلك بس مره بارد فا خذو حيطتكم,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Park Alheefah,"{'normalized': 80, 'raw': 4}"
377380-174888620737,جدا عادي,2021-05-07T00:59:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Holiday Inn Jeddah - al Salam,"{'normalized': 60, 'raw': 3}"
377380-203587046663,I was looking pakistani leather shop which I didn't find.,2021-04-11T07:10:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Al Mahmal Center,"{'normalized': 80, 'raw': 4}"
377380-203591474301,جدا رائع ومجهز بكل الخدمات,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}"
377380-203582839804,Enjoyed walking on top more than inside,2021-04-11T07:10:00+00:00,eng,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 80, 'raw': 4}"
377380-203585979843,Good,2021-04-11T07:10:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123k0', 'sentiment': None}]",Five Elephants Speciality Coffee,"{'normalized': 100, 'raw': 5}"
377380-203586617141,مرتب ونظيف,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dammam Corniche,"{'normalized': 100, 'raw': 5}"
377380-203585702135,موقعها ومساحتها ومواقفها مناسبه لأهل الحي وتسويرها جميل جدا حيث لها مدخل واحد فقط . تنفع لاهل الحي لان المساحة ليست كبيره. تحتاج إلى فتح كوشك او اثنين لبيع المنتجات.,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Hamra Park,"{'normalized': 80, 'raw': 4}"
377380-203584844229,ودي ادخلها يوم,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 100, 'raw': 5}"
377380-203583198489,السورة منتزة جميل جدا,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Jabal Sawda,"{'normalized': 80, 'raw': 4}"
377380-203585023918,مركز يستحق الزيارة فيه عدد من المتاحف والمسرح يحكي عن التاريخ الاسلامي والسعودي وعن حكاية النفط في المنطقة الشرقية,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",King Abdulaziz Center for World Culture - Ithra,"{'normalized': 80, 'raw': 4}"
377380-203588866832,ينقصه الكثير من الخدمات,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Alsharaf Park,"{'normalized': 40, 'raw': 2}"
377380-203582998890,مكان تاريخي يمثل جزئ كبير من تاريخ االمنطقه,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 80, 'raw': 4}"
377380-203585943961,Good park...my family always visit here regularly..and a good place for children to play...,2021-04-11T07:10:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Wazarat park,"{'normalized': 100, 'raw': 5}"
377380-203588207573,عدم النظافه الثيل مليان صراصير,2021-04-11T07:10:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Faisaliah garden,"{'normalized': 20, 'raw': 1}"
377380-203585320144,يازينها من ايام ولحظات 😍😍🤩,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}, {'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]","Old Jeddah, Al Balad","{'normalized': 100, 'raw': 5}"
377380-203587671602,ممتاز به متسع من أماكن الجلوس وممرات المشي,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Rawdah Park,"{'normalized': 80, 'raw': 4}"
377380-203588923368,Unbelievable.. peaceful.. beautiful.. nature,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c9g9th4bb64rs4ni6s70', 'sentiment': None}]",Umluj Beach,"{'normalized': 100, 'raw': 5}"
377380-203585093757,"وادي لجب الرائع والجميل رغم وعورة الطريق الموصلة للوادي وضعف الخدمات في هذا الموقع السياحي إلا أن عليه إقبال كبير جداً ،، وكل مره أزور هذا الوادي،، أجد سواح من خارج المنطقة وأيضاً أجانب من جنسيات عدة،، نأمل مزيد من العناية والإهتمام. وتوفير شبكة جوال متنقله داخل الوادي،، آخر زيارة كانت في شهر صفر من هذا العام ١٤٤٢هـ",2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Wadi Lajab,"{'normalized': 80, 'raw': 4}"
377380-203583020545,جميل جداً,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al Ahsa National Park,"{'normalized': 100, 'raw': 5}"
377380-203587210295,لم يعد منها الا ركام حديد لا يستحق السفر من بعيد لمشاهدتهز,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Catalina Seaplane Wreckage,"{'normalized': 40, 'raw': 2}"
377380-203597235733,الف شكر ع القائمين عليها... نظافة.. ترتيب,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Arruddaf Park,"{'normalized': 100, 'raw': 5}"
377380-203587501307,تحتاج أهتمام من هئية التراث والسياحة,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",12 Springs of Prophet Moses (A.S.),"{'normalized': 20, 'raw': 1}"
377380-203586966825,مكان جميل جدا,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Wadi Hanifa Park,"{'normalized': 100, 'raw': 5}"
377380-203585912246,Nice beach does the job but the water is not as nice as pure beach. However food and services better here. What i didnt like is the long walk in shallow water before u get to the area where u can dip. Also water gets too hot even in the deep as there r no water currents to cool it.,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c9g8qqc8hb0qun2qahs0', 'sentiment': None}]",Yam Beach,"{'normalized': 60, 'raw': 3}"
377380-203582989775,قلعه من العصور القديمه ويحتاج النظر في امرها لانه شي اثري ويحتاج عنايه,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 100, 'raw': 5}"
377380-203589018558,المياه عبارة عن تجمعات لمياه الصرف الصحي كما يجب أخذ الحيطة والحذر من وجود الزواحف الخطرة مثل العقارب,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Saiysad National park,"{'normalized': 20, 'raw': 1}"
377380-174812180198,اطهر واقدس بقعة على وجه الأرض,2021-05-08T11:23:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uvg', 'sentiment': None}]",Masjid al-Haram,"{'normalized': 100, 'raw': 5}"
377380-203582844233,Loved the place,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 100, 'raw': 5}"
377380-203589166403,مافيه خدمات والطريق ضيق,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Park Alheefah,"{'normalized': 60, 'raw': 3}"
377380-203588871017,منتزه طبيعي ١٠٠% واماكن للجلوس طبيعيه جميله جدا وكذالك جميله لتخييم,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Alsharaf Park,"{'normalized': 100, 'raw': 5}"
377380-203584838248,Nothing interesting,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 20, 'raw': 1}"
377380-175150896301,كويس ونظيف,2021-05-09T02:46:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Arkan Bakkah Hotel,"{'normalized': 100, 'raw': 5}"
377380-203585931432,Needs Renovation,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Wazarat park,"{'normalized': 60, 'raw': 3}"
377380-203586617329,رائع,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dammam Corniche,"{'normalized': 100, 'raw': 5}"
377380-174998425781,منتهي الروعة وحسن الإستقبال وإنهاء الإجراءات في وقت قياسي . غرف مريحة و قمة النظافة .,2021-05-09T15:24:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",M Hotel Makkah by Millennium,"{'normalized': 100, 'raw': 5}"
377380-203589351282,جميله,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Alsubh Park,"{'normalized': 100, 'raw': 5}"
377380-203587525585,ليه للحين مقفل متى حيفتح,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 80, 'raw': 4}"
377380-175318126385,Nice,2021-05-10T19:38:00+00:00,eng,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Hilton Riyadh Hotel & Residences,"{'normalized': 100, 'raw': 5}"
377380-175252628004,ممتاز,2021-05-11T02:52:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Dar Al Taqwa Hotel Madinah,"{'normalized': 100, 'raw': 5}"
377380-203587034530,Still good,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Al Mahmal Center,"{'normalized': 100, 'raw': 5}"
377380-203583734692,مول رائع جدا توجد سينما ومجموعة مطاعم وكل ماتحتاج الأسرة وموقع صالح جدا لممارسة رياضة المشي,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7ah0', 'sentiment': None}]",Al Ahsa Mall by Arabian Centres,"{'normalized': 100, 'raw': 5}"
377380-175293711984,مجمع ممتاز ومتنوع بإمكانكم زيارته,2021-05-11T12:43:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122s0', 'sentiment': None}]",Mall of Dhahran,"{'normalized': 100, 'raw': 5}"
377380-203589307625,Bathroom very very busy,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Waterfront Beach Royal Commission Yanbu,"{'normalized': 80, 'raw': 4}"
377380-203585020400,Bookworm? Or just getting some insta inspiration? Get a quick and silent selfie inside Ithra’s massive library.,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",King Abdulaziz Center for World Culture - Ithra,"{'normalized': 100, 'raw': 5}"
377380-175318119593,شي ولا في الخيال يستاهل اكثر من خمسة نجوم,2021-05-11T20:38:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Hilton Riyadh Hotel & Residences,"{'normalized': 100, 'raw': 5}"
377380-203585433053,من افضل الاماكن التي تستحق الزياره جدا جدا جميله والمكان هادي واطلالته جدا جميله 👍.,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abu Kheyal Park,"{'normalized': 100, 'raw': 5}"
377380-203588203746,حلوة وكلها ورود وكمان نظيفة,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Faisaliah garden,"{'normalized': 100, 'raw': 5}"
377380-203587805037,مظلات سواتر برجولات بيوت شعر,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}"
377380-203591465413,ممتاز ومناسب للعوائل,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 100, 'raw': 5}"
377380-203584254036,"Pleasant experience, if the weather is good. Friendly people.",2021-04-11T07:11:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Prince Ibn Jalawy Park,"{'normalized': 100, 'raw': 5}"
377380-203585870820,Nice for enjoy fresh air,2021-04-11T07:11:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Khobar Sea Front,"{'normalized': 80, 'raw': 4}"
377380-175577572198,مطعم جيد لتناول المناقيش والفطائر,2021-05-13T01:51:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s2g', 'sentiment': None}]",فرن وصاج Forn Wa Saj,"{'normalized': 80, 'raw': 4}"
377380-175520637571,اكثر من رائع,2021-05-13T07:53:00+00:00,ara,"[{'value': 'c07bk44bb64t6si78v7g', 'sentiment': None}]",Hayat Redwa Hotel,"{'normalized': 100, 'raw': 5}"
377380-203585441461,جميل جدا,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Jazan Heritage Village,"{'normalized': 100, 'raw': 5}"
377380-203583918123,منتزه خيره وحديقة الامير مشاري كلها في نفس المكان ..المكان جميييل ونظيف,2021-04-11T07:11:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}, {'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Khairah Forest Park,"{'normalized': 100, 'raw': 5}"
377380-175551507774,It’s not clean enough,2021-05-13T16:24:00+00:00,eng,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Lamar Ajyad Tower B,"{'normalized': 40, 'raw': 2}"
377380-203582991911,أثر خرافي وفي معصرة الزيتون بدومة الجندل,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 100, 'raw': 5}"
377380-203585566219,عائلي بالدرجه الاول,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]","King Abdullah Park, Sea front","{'normalized': 100, 'raw': 5}"
377380-203584613358,"Umm Lajj One of the best beaches in Saudi Arabia It's one of the beautiful & cleanest beaches I have seen It was open for Public in 2015,nearing completion The beach is open and wide with small huts for public and swings for children. The water is clear but is a bit salty. The place is quite and clean There is not much around except for the beaches and hotels But it's a must visit for anyone on an enroute The city is serene and beautiful, population is not too much here & hardly any locals around . Beach is a relaxing spot perfect to visit in the evening . This beach will give you all an Instagram worthy shots. One of the drawback is that once you miss a u turn it will take kilometers to get the next one Expats are mostly around this beach There are also some sculptures on around the beach It's definitely worth visiting If u loved this review make sure to give it a big thumbs up. Peace",2021-04-11T07:12:00+00:00,eng,"[{'value': 'c9g9th4bb64rs4ni6s70', 'sentiment': None}]",Umluj Beach,"{'normalized': 100, 'raw': 5}"
377380-203585097085,مكان خيالي,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Wadi Lajab,"{'normalized': 100, 'raw': 5}"
377380-203589142503,ويحتاج بعض الخدمات العامه,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Park Alheefah,"{'normalized': 80, 'raw': 4}"
377380-175505073990,اتمني ان يهدموا البيوت الخشبيه التي علي البحر لانها تاخذ مساحه كبيره,2021-05-14T07:57:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Land of Happiness 1,"{'normalized': 80, 'raw': 4}"
377380-175539673111,جميله جدا بس يحتاج يكثر قنوات بالرسيفر روتانا وطرب وزي كذا,2021-05-14T13:39:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",اللوتس للشقق الفندقية - Al Lotus Hotel,"{'normalized': 60, 'raw': 3}"
377380-203597244578,منتزه الردف رائع جدا لا يعيبه الا عدم وجود مواقف تتسع للزائرين,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Arruddaf Park,"{'normalized': 100, 'raw': 5}"
377380-175562067534,مايه مايه,2021-05-14T20:09:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Midan Hotel,"{'normalized': 100, 'raw': 5}"
377380-175569888360,ممتاز,2021-05-14T23:03:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]","Makkah Clock Royal Tower, A Fairmont Hotel","{'normalized': 100, 'raw': 5}"
377380-203589350312,"اول شيء اشكر أمانة ينبع الصناعية والهيئة الملكية اذا انت من نوع اللي تبي مكان هادئ للاسترخاء وروقان ومكان نظيف او تبي تروح مع عائلتك او مع اصحابك انصحك انك تروح ينبع او اذا تبي تقضي اجازتك، مهم لاتروح في الصيف عشان نسبة رطوبة راح يكون ٨٥ ٪تقريبا وحره في الليل بعدين ماراح تستمتع احسلك رح في شتاء اما اذا في شتاء انصح انك تروح ينبع الصناعية عشان الجو مره حلو رح حديقة الصبح مكان جداً جميل وهادئ للاسترخاء كأنك في مالديف ونظافة ماابي اوصفلكم ودورة مياه حساسه جدا وجميله ماشاء الله تبارك الله الله يسعدكم ي اهل ينبع وأهل ينبع ماشاءالله مره طيبين ماشاء الله واشكر ام أمانة ينبع الصناعية 🖤🖤. انا من المدينه واحب ينبع يلبى ينبعنا 🖤🖤.",2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Alsubh Park,"{'normalized': 100, 'raw': 5}"
377380-203588624531,من اجمل الاماكن بالمملكة تجربة تستحق التكرار في اقرب فرصة باذن الله تعالى,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Hada Cable Car,"{'normalized': 100, 'raw': 5}"
377380-203584363493,"Very good, soend weekend with family",2021-04-11T07:12:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Modon Lake Park,"{'normalized': 100, 'raw': 5}"
377380-203588501522,سبحان الله مكان عجيب يستحق الزيارة,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al-Waba Crater,"{'normalized': 100, 'raw': 5}"
377380-203587807234,رائع,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}"
377380-175664026637,"حصلت على ، فرصه للوصول اثناء الصيام في اعلاء الفندق شيء جميل لا أعلم هل يوجد ذالك خلال شهر شوال وما بعد",2021-05-16T04:22:00+00:00,ara,"[{'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Fraser Suites Riyadh,"{'normalized': 100, 'raw': 5}"
377380-203588856172,موقع ممتاز وإطلالة رائعة لكن يحتاج خدمات اكثر وأهمها دورات المياه,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Alsharaf Park,"{'normalized': 80, 'raw': 4}"
377380-203584949479,Best place to visit .... Wat a view it was,2021-04-11T07:12:00+00:00,eng,"[{'value': 'c9g869k8hb0qun2qahp0', 'sentiment': None}]",Al Sahab Park,"{'normalized': 100, 'raw': 5}"
377380-203589004663,الصراح حرام يكون في هذا المنظر .. كانه مهجور له سنسن قبل ١٠ سنوات ماشالله تبارك والحين حرام من مسك المشروع,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Saiysad National park,"{'normalized': 20, 'raw': 1}"
377380-203585912549,سعره غالي جدا 200 ريال الفرد كل شوي يرفعوا وينزلوا فالسعر,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9g8qqc8hb0qun2qahs0', 'sentiment': None}]",Yam Beach,"{'normalized': 40, 'raw': 2}"
377380-176024669400,يحبونه الكثير وبالنسبه لي لا أحب الأماكن المغلقه المزدحمه,2021-05-17T09:48:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122s0', 'sentiment': None}]",Mall of Dhahran,"{'normalized': 80, 'raw': 4}"
377380-203587547971,Great place to relax especially at morning With two area for kids,2021-04-11T07:12:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Olaya Park,"{'normalized': 100, 'raw': 5}"
377380-203583151538,جميل,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Park Prince Mishari Bin Saud,"{'normalized': 100, 'raw': 5}"
377380-203585986097,"انا عميل لهم ، لكن للاسف قبل ساعة اخذت منهم قهوة لاتيه كان سيء جدا",2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123k0', 'sentiment': None}]",Five Elephants Speciality Coffee,"{'normalized': 20, 'raw': 1}"
377380-203587230841,اي احد يزور الشمال لابد ان يمر على حطام الطائرة,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Catalina Seaplane Wreckage,"{'normalized': 100, 'raw': 5}"
377380-203586097805,ممتاازة وكبييرة وهادية مافيها احد يبيع والالعاب في وسط الحديقة ..,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Falah Park,"{'normalized': 100, 'raw': 5}"
377380-203582775592,موقع ممتاز يستاهل الزيادة ملاحظه/ لا يوجد خدمات مثل / السوبر ماركت مطاعم ... الخ,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Uqair Beach,"{'normalized': 80, 'raw': 4}"
377380-203588217394,مطعم اكله لذيذ جداًجداً,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bjr48hb0r13sa7c20', 'sentiment': None}]",Al-Qaryah Al-Turathiyah Restaurant,"{'normalized': 100, 'raw': 5}"
377380-175926088676,"تم استئجار يوم الفندق مقبول نسبياً من ناحية السعر مقابل الخدمة، الاثاث يحتاج الى تجديد.",2021-05-19T06:57:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Fal Altaj Hotel,"{'normalized': 60, 'raw': 3}"
377380-176027185241,نظيف لكن ما فيه مطعم,2021-05-19T10:34:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78srg', 'sentiment': None}]",Staybridge Suites Al Khobar,"{'normalized': 100, 'raw': 5}"
377380-203582850539,مكان جميل,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 80, 'raw': 4}"
377380-175912816314,جيد,2021-05-19T14:51:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Dyar Alhamra Hotel,"{'normalized': 100, 'raw': 5}"
377380-203583026623,النزهة العائلية وسط بحر الرمال,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al Ahsa National Park,"{'normalized': 100, 'raw': 5}"
377380-175994081796,كانت الاقامة جدا ممتازة وراقية شكرا لحسن الضيافة وموظفو الاستقبال من أجمل وارقى الفنادق,2021-05-20T07:42:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Hotel Swissôtel Al Maqam - Tower F,"{'normalized': 100, 'raw': 5}"
377380-203589313448,المكان نظيف مصليات ودورات مياة,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Waterfront Beach Royal Commission Yanbu,"{'normalized': 100, 'raw': 5}"
377380-203587479887,👍👍👍,2021-04-11T07:12:00+00:00,eng,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",12 Springs of Prophet Moses (A.S.),"{'normalized': 100, 'raw': 5}"
377380-176055302156,الخدمه جيده,2021-05-20T17:44:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",M Hotel Al Dana Makkah by Millennium,"{'normalized': 80, 'raw': 4}"
377380-203585710288,ماشاء الله تبارك الله الله,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Hamra Park,"{'normalized': 80, 'raw': 4}"
377380-203585433564,مكان جميل للعوائل ومتنزه لطيف,2021-04-11T07:12:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Jazan Heritage Village,"{'normalized': 100, 'raw': 5}"
